Period,MSA,Unemployment Rate
2009,"Anchorage, AK MSA",7.0
2009,"Ann Arbor, MI MSA",8.6
2009,"Anniston-Oxford-Jacksonville, AL MSA",11.1
2009,"Appleton, WI MSA",8.2
2009,"Arecibo, PR MSA",15.4
2009,"Asheville, NC MSA",8.7
2009,"Athens-Clarke County, GA MSA",7.6
2009,"Atlanta-Sandy Springs-Roswell, GA MSA",9.9
2009,"Atlantic City-Hammonton, NJ MSA",11.9
2009,"Auburn-Opelika, AL MSA",9.4
2009,"Augusta-Richmond County, GA-SC MSA",9.2
2009,"Austin-Round Rock, TX MSA",6.9
2009,"Bakersfield, CA MSA",14.1
2009,"Baltimore-Columbia-Towson, MD MSA",7.4
2009,"Bangor, ME Met NECTA",7.5
2009,"Barnstable Town, MA Met NECTA",8.2
2009,"Baton Rouge, LA MSA",6.4
2009,"Battle Creek, MI MSA",11.7
2009,"Bay City, MI MSA",11.9
2009,"Beaumont-Port Arthur, TX MSA",9.5
2009,"Beckley, WV MSA",7.6
2009,"Bellingham, WA MSA",8.6
2009,"Bend-Redmond, OR MSA",15.0
2009,"Billings, MT MSA",5.0
2009,"Binghamton, NY MSA",8.1
2009,"Birmingham-Hoover, AL MSA",10.3
2009,"Bismarck, ND MSA",3.7
2009,"Blacksburg-Christiansburg-Radford, VA MSA",8.2
2009,"Bloomington, IL MSA",7.3
2009,"Bloomington, IN MSA",6.9
2009,"Bloomsburg-Berwick, PA MSA",8.1
2009,"Boise City, ID MSA",9.6
2009,"Boston-Cambridge-Nashua, MA-NH Met NECTA",7.5
2009,"Boulder, CO MSA",6.1
2009,"Bowling Green, KY MSA",11.0
2009,"Bremerton-Silverdale, WA MSA",7.8
2009,"Bridgeport-Stamford-Norwalk, CT Met NECTA",7.6
2009,"Brownsville-Harlingen, TX MSA",9.7
2009,"Brunswick, GA MSA",9.0
2009,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",8.3
2009,"Burlington, NC MSA",11.7
2009,"Burlington-South Burlington, VT Met NECTA",5.8
2009,"California-Lexington Park, MD MSA",5.6
2009,"Canton-Massillon, OH MSA",11.6
2009,"Cape Coral-Fort Myers, FL MSA",12.3
2009,"Cape Girardeau, MO-IL MSA",7.9
2009,"Carbondale-Marion, IL MSA",8.3
2009,"Carson City, NV MSA",11.0
2009,"Casper, WY MSA",6.6
2009,"Cedar Rapids, IA MSA",6.2
2009,"Chambersburg-Waynesboro, PA MSA",8.1
2009,"Champaign-Urbana, IL MSA",8.4
2009,"Charleston, WV MSA",6.5
2009,"Charleston-North Charleston, SC MSA",9.3
2009,"Charlotte-Concord-Gastonia, NC-SC MSA",11.9
2009,"Charlottesville, VA MSA",5.8
2009,"Chattanooga, TN-GA MSA",9.5
2009,"Cheyenne, WY MSA",6.5
2009,"Chicago-Naperville-Elgin, IL-IN-WI MSA",10.2
2009,"Chico, CA MSA",12.3
2009,"Cincinnati, OH-KY-IN MSA",9.5
2009,"Clarksville, TN-KY MSA",10.3
2009,"Cleveland, TN MSA",9.9
2009,"Cleveland-Elyria, OH MSA",8.6
2009,"Coeur d'Alene, ID MSA",10.1
2009,"College Station-Bryan, TX MSA",5.7
2009,"Colorado Springs, CO MSA",7.9
2009,"Columbia, MO MSA",6.3
2009,"Columbia, SC MSA",9.1
2009,"Columbus, GA-AL MSA",9.5
2009,"Columbus, IN MSA",9.6
2009,"Columbus, OH MSA",8.7
2009,"Corpus Christi, TX MSA",7.0
2009,"Corvallis, OR MSA",8.0
2009,"Crestview-Fort Walton Beach-Destin, FL MSA",7.3
2009,"Cumberland, MD-WV MSA",8.2
2009,"Dallas-Fort Worth-Arlington, TX MSA",7.8
2009,"Dalton, GA MSA",12.8
2009,"Danbury, CT Met NECTA",6.9
2009,"Danville, IL MSA",11.6
2009,"Daphne-Fairhope-Foley, AL MSA",9.8
2009,"Davenport-Moline-Rock Island, IA-IL MSA",8.3
2009,"Dayton, OH MSA",11.3
2009,"Decatur, AL MSA",11.3
2009,"Decatur, IL MSA",11.3
2009,"Deltona-Daytona Beach-Ormond Beach, FL MSA",11.3
2009,"Denver-Aurora-Lakewood, CO MSA",7.5
2009,"Des Moines-West Des Moines, IA MSA",6.0
2009,"Detroit-Warren-Dearborn, MI MSA",15.0
2009,"Dothan, AL MSA",9.8
2009,"Dover, DE MSA",8.1
2009,"Dover-Durham, NH-ME Met NECTA",6.4
2009,"Dubuque, IA MSA",6.6
2009,"Duluth, MN-WI MSA",8.9
2009,"Durham-Chapel Hill, NC MSA",7.7
2009,"East Stroudsburg, PA MSA",9.1
2009,"Eau Claire, WI MSA",7.4
2009,"El Centro, CA MSA",27.4
2009,"El Paso, TX MSA",8.8
2009,"Elizabethtown-Fort Knox, KY MSA",10.9
2009,"Elkhart-Goshen, IN MSA",17.8
2009,"Elmira, NY MSA",8.9
2009,"Erie, PA MSA",8.9
2009,"Eugene, OR MSA",12.3
2009,"Evansville, IN-KY MSA",8.5
2009,"Fairbanks, AK MSA",7.1
2009,"Fargo, ND-MN MSA",4.3
2009,"Farmington, NM MSA",7.9
2009,"Fayetteville, NC MSA",8.8
2009,"Fayetteville-Springdale-Rogers, AR-MO MSA",6.4
2009,"Flagstaff, AZ MSA",8.6
2009,"Flint, MI MSA",14.9
2009,"Florence, SC MSA",11.8
2009,"Florence-Muscle Shoals, AL MSA",11.0
2009,"Fond du Lac, WI MSA",9.0
2009,"Fort Collins, CO MSA",6.3
2009,"Fort Smith, AR-OK MSA",8.3
2009,"Fort Wayne, IN MSA",10.7
2009,"Fresno, CA MSA",14.7
2009,"Gadsden, AL MSA",11.5
2009,"Gainesville, FL MSA",7.2
2009,"Gainesville, GA MSA",9.4
2009,"Gettysburg, PA MSA",7.4
2009,"Glens Falls, NY MSA",7.7
2009,"Goldsboro, NC MSA",8.8
2009,"Grand Forks, ND-MN MSA",4.6
2009,"Grand Island, NE MSA",4.1
2009,"Grand Junction, CO MSA",8.4
2009,"Grand Rapids-Wyoming, MI MSA",11.6
2009,"Grants Pass, OR MSA",14.5
2009,"Great Falls, MT MSA",5.4
2009,"Greeley, CO MSA",8.2
2009,"Green Bay, WI MSA",8.1
2009,"Greensboro-High Point, NC MSA",11.0
2009,"Greenville, NC MSA",10.1
2009,"Greenville-Anderson-Mauldin, SC MSA",10.5
2009,"Guayama, PR MSA",20.8
2009,"Gulfport-Biloxi-Pascagoula, MS MSA",7.9
2009,"Hagerstown-Martinsburg, MD-WV MSA",9.2
2009,"Hammond, LA MSA",7.6
2009,"Hanford-Corcoran, CA MSA",14.2
2009,"Harrisburg-Carlisle, PA MSA",7.1
2009,"Harrisonburg, VA MSA",6.2
2009,"Hartford-West Hartford-East Hartford, CT Met NECTA",8.0
2009,"Hattiesburg, MS MSA",7.6
2009,"Hickory-Lenoir-Morganton, NC MSA",14.2
2009,"Hilton Head Island-Bluffton-Beaufort, SC MSA",8.9
2009,"Hinesville, GA MSA",8.1
2009,"Homosassa Springs, FL MSA",12.1
2009,"Hot Springs, AR MSA",7.6
2009,"Houma-Thibodaux, LA MSA",4.7
2009,"Houston-The Woodlands-Sugar Land, TX MSA",7.6
2009,"Huntington-Ashland, WV-KY-OH MSA",7.7
2009,"Huntsville, AL MSA",8.4
2009,"Idaho Falls, ID MSA",6.5
2009,"Indianapolis-Carmel-Anderson, IN MSA",8.8
2009,"Iowa City, IA MSA",4.6
2009,"Ithaca, NY MSA",5.9
2009,"Jackson, MI MSA",13.5
2009,"Jackson, MS MSA",7.7
2009,"Jackson, TN MSA",11.0
2009,"Jacksonville, FL MSA",10.0
2009,"Jacksonville, NC MSA",8.5
2009,"Janesville-Beloit, WI MSA",12.8
2009,"Jefferson City, MO MSA",7.3
2009,"Johnson City, TN MSA",9.4
2009,"Johnstown, PA MSA",8.6
2009,"Jonesboro, AR MSA",7.4
2009,"Joplin, MO MSA",8.1
2009,"Kahului-Wailuku-Lahaina, HI MSA",9.2
2009,"Kalamazoo-Portage, MI MSA",10.8
2009,"Kankakee, IL MSA",12.3
2009,"Kansas City, MO-KS MSA",8.7
2009,"Kennewick-Richland, WA MSA",7.5
2009,"Killeen-Temple, TX MSA",6.8
2009,"Kingsport-Bristol-Bristol, TN-VA MSA",9.3
2009,"Kingston, NY MSA",7.7
2009,"Knoxville, TN MSA",9.1
2009,"Kokomo, IN MSA",14.1
2009,"La Crosse-Onalaska, WI-MN MSA",6.9
2009,"Lafayette, LA MSA",5.9
2009,"Lafayette-West Lafayette, IN MSA",9.3
2009,"Lake Charles, LA MSA",6.3
2009,"Lake Havasu City-Kingman, AZ MSA",11.4
2009,"Lakeland-Winter Haven, FL MSA",11.3
2009,"Lancaster, PA MSA",7.2
2009,"Lansing-East Lansing, MI MSA",10.9
2009,"Laredo, TX MSA",8.5
2009,"Las Cruces, NM MSA",7.3
2009,"Las Vegas-Henderson-Paradise, NV MSA",11.5
2009,"Lawrence, KS MSA",5.7
2009,"Lawton, OK MSA",5.1
2009,"Lebanon, PA MSA",6.7
2009,"Leominster-Gardner, MA Met NECTA",10.4
2009,"Lewiston, ID-WA MSA",7.9
2009,"Lewiston-Auburn, ME Met NECTA",8.4
2009,"Lexington-Fayette, KY MSA",8.4
2009,"Lima, OH MSA",11.3
2009,"Lincoln, NE MSA",4.3
2009,"Little Rock-North Little Rock-Conway, AR MSA",6.7
2009,"Logan, UT-ID MSA",5.5
2009,"Longview, TX MSA",7.3
2009,"Longview, WA MSA",13.5
2009,"Los Angeles-Long Beach-Anaheim, CA MSA",10.9
2009,"Louisville/Jefferson County, KY-IN MSA",9.9
2009,"Lubbock, TX MSA",5.5
2009,"Lynchburg, VA MSA",7.4
2009,"Macon, GA MSA",9.6
2009,"Madera, CA MSA",13.4
2009,"Madison, WI MSA",6.2
2009,"Manchester, NH Met NECTA",6.3
2009,"Manhattan, KS MSA",4.7
2009,"Mankato-North Mankato, MN MSA",6.4
2009,"Mansfield, OH MSA",12.9
2009,"Mayaguez, PR MSA",16.8
2009,"McAllen-Edinburg-Mission, TX MSA",10.5
2009,"Medford, OR MSA",12.8
2009,"Memphis, TN-MS-AR MSA",10.0
2009,"Merced, CA MSA",16.6
2009,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",10.0
2009,"Michigan City-La Porte, IN MSA",11.9
2009,"Midland, MI MSA",9.7
2009,"Midland, TX MSA",5.5
2009,"Milwaukee-Waukesha-West Allis, WI MSA",8.8
2009,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",7.7
2009,"Missoula, MT MSA",6.3
2009,"Mobile, AL MSA",11.3
2009,"Modesto, CA MSA",15.5
2009,"Monroe, LA MSA",7.4
2009,"Monroe, MI MSA",14.5
2009,"Montgomery, AL MSA",10.5
2009,"Morgantown, WV MSA",5.0
2009,"Morristown, TN MSA",12.7
2009,"Mount Vernon-Anacortes, WA MSA",10.2
2009,"Muncie, IN MSA",10.7
2009,"Muskegon, MI MSA",14.9
2009,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA",11.4
2009,"Napa, CA MSA",8.4
2009,"Naples-Immokalee-Marco Island, FL MSA",11.1
2009,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",9.5
2009,"New Bedford, MA Met NECTA",11.7
2009,"New Bern, NC MSA",10.4
2009,"New Haven, CT Met NECTA",7.9
2009,"New Orleans-Metairie, LA MSA",6.7
2009,"New York-Newark-Jersey City, NY-NJ-PA MSA",8.6
2009,"Niles-Benton Harbor, MI MSA",12.7
2009,"North Port-Sarasota-Bradenton, FL MSA",11.5
2009,"Norwich-New London-Westerly, CT-RI Met NECTA",7.7
2009,"Ocala, FL MSA",12.8
2009,"Ocean City, NJ MSA",11.2
2009,"Odessa, TX MSA",8.1
2009,"Ogden-Clearfield, UT MSA",7.4
2009,"Oklahoma City, OK MSA",5.9
2009,"Olympia-Tumwater, WA MSA",7.9
2009,"Omaha-Council Bluffs, NE-IA MSA",5.0
2009,"Orlando-Kissimmee-Sanford, FL MSA",10.5
2009,"Oshkosh-Neenah, WI MSA",7.7
2009,"Owensboro, KY MSA",9.6
2009,"Oxnard-Thousand Oaks-Ventura, CA MSA",9.6
2009,"Palm Bay-Melbourne-Titusville, FL MSA",10.4
2009,"Panama City, FL MSA",9.2
2009,"Parkersburg-Vienna, WV MSA",8.7
2009,"Pensacola-Ferry Pass-Brent, FL MSA",9.6
2009,"Peoria, IL MSA",10.4
2009,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",8.3
2009,"Phoenix-Mesa-Scottsdale, AZ MSA",9.3
2009,"Pine Bluff, AR MSA",9.7
2009,"Pittsburgh, PA MSA",7.3
2009,"Pittsfield, MA Met NECTA",8.0
2009,"Pocatello, ID MSA",7.7
2009,"Ponce, PR MSA",16.3
2009,"Port St. Lucie, FL MSA",12.6
2009,"Portland-South Portland, ME Met NECTA",6.7
2009,"Portland-Vancouver-Hillsboro, OR-WA MSA",10.9
2009,"Portsmouth, NH-ME Met NECTA",5.8
2009,"Prescott, AZ MSA",10.4
2009,"Providence-Warwick, RI-MA Met NECTA",11.1
2009,"Provo-Orem, UT MSA",7.1
2009,"Pueblo, CO MSA",8.2
2009,"Punta Gorda, FL MSA",11.9
2009,"Racine, WI MSA",10.2
2009,"Raleigh, NC MSA",8.6
2009,"Rapid City, SD MSA",4.8
2009,"Reading, PA MSA",8.7
2009,"Redding, CA MSA",14.3
2009,"Reno, NV MSA",11.1
2009,"Richmond, VA MSA",7.5
2009,"Riverside-San Bernardino-Ontario, CA MSA",12.9
2009,"Roanoke, VA MSA",7.2
2009,"Rochester, MN MSA",6.6
2009,"Rochester, NY MSA",7.9
2009,"Rockford, IL MSA",15.1
2009,"Rocky Mount, NC MSA",13.3
2009,"Rome, GA MSA",10.5
2009,"Sacramento--Roseville--Arden-Arcade, CA MSA",10.9
2009,"Saginaw, MI MSA",12.5
2009,"Salem, OR MSA",10.8
2009,"Salinas, CA MSA",11.6
2009,"Salisbury, MD-DE MSA",8.8
2009,"Salt Lake City, UT MSA",7.1
2009,"San Angelo, TX MSA",6.3
2009,"San Antonio-New Braunfels, TX MSA",6.7
2009,"San Diego-Carlsbad, CA MSA",9.4
2009,"San Francisco-Oakland-Hayward, CA MSA",9.4
2009,"San German, PR MSA",15.8
2009,"San Jose-Sunnyvale-Santa Clara, CA MSA",10.7
2009,"San Juan-Carolina-Caguas, PR MSA",14.5
2009,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",8.8
2009,"Santa Cruz-Watsonville, CA MSA",11.1
2009,"Santa Fe, NM MSA",6.6
2009,"Santa Maria-Santa Barbara, CA MSA",8.2
2009,"Santa Rosa, CA MSA",9.4
2009,"Savannah, GA MSA",8.5
2009,"Scranton--Wilkes-Barre--Hazleton, PA MSA",8.7
2009,"Seattle-Tacoma-Bellevue, WA MSA",8.7
2009,"Sebastian-Vero Beach, FL MSA",12.9
2009,"Sebring, FL MSA",10.8
2009,"Sheboygan, WI MSA",9.2
2009,"Sherman-Denison, TX MSA",8.0
2009,"Shreveport-Bossier City, LA MSA",7.4
2009,"Sierra Vista-Douglas, AZ MSA",8.0
2009,"Sioux City, IA-NE-SD MSA",5.6
2009,"Sioux Falls, SD MSA",5.0
2009,"South Bend-Mishawaka, IN-MI MSA",11.5
2009,"Spartanburg, SC MSA",12.5
2009,"Spokane-Spokane Valley, WA MSA",9.7
2009,"Springfield, IL MSA",7.5
2009,"Springfield, MA-CT Met NECTA",8.3
2009,"Springfield, MO MSA",8.7
2009,"Springfield, OH MSA",10.6
2009,"St. Cloud, MN MSA",7.9
2009,"St. George, UT MSA",9.8
2009,"St. Joseph, MO-KS MSA",8.6
2009,"St. Louis, MO-IL MSA",9.8
2009,"State College, PA MSA",5.8
2009,"Staunton-Waynesboro, VA MSA",6.9
2009,"Stockton-Lodi, CA MSA",14.9
2009,"Sumter, SC MSA",12.3
2009,"Syracuse, NY MSA",8.1
2009,"Tallahassee, FL MSA",7.4
2009,"Tampa-St. Petersburg-Clearwater, FL MSA",11.0
2009,"Terre Haute, IN MSA",10.5
2009,"Texarkana, TX-AR MSA",6.3
2009,"The Villages, FL MSA",9.1
2009,"Toledo, OH MSA",12.3
2009,"Topeka, KS MSA",6.7
2009,"Trenton, NJ MSA",7.6
2009,"Tucson, AZ MSA",9.1
2009,"Tulsa, OK MSA",6.8
2009,"Tuscaloosa, AL MSA",10.5
2009,"Tyler, TX MSA",7.5
2009,"Urban Honolulu, HI MSA",6.0
2009,"Utica-Rome, NY MSA",7.5
2009,"Valdosta, GA MSA",8.4
2009,"Vallejo-Fairfield, CA MSA",10.4
2009,"Victoria, TX MSA",6.9
2009,"Vineland-Bridgeton, NJ MSA",12.5
2009,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",6.9
2009,"Visalia-Porterville, CA MSA",14.9
2009,"Waco, TX MSA",6.8
2009,"Walla Walla, WA MSA",7.1
2009,"Warner Robins, GA MSA",7.7
2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",5.9
2009,"Waterbury, CT Met NECTA",10.4
2009,"Waterloo-Cedar Falls, IA MSA",5.7
2009,"Watertown-Fort Drum, NY MSA",8.8
2009,"Wausau, WI MSA",8.8
2009,"Weirton-Steubenville, WV-OH MSA",11.8
2009,"Wenatchee, WA MSA",8.1
2009,"Wheeling, WV-OH MSA",8.7
2009,"Wichita Falls, TX MSA",7.4
2009,"Wichita, KS MSA",8.2
2009,"Williamsport, PA MSA",8.8
2009,"Wilmington, NC MSA",9.6
2009,"Winchester, VA-WV MSA",7.7
2009,"Winston-Salem, NC MSA",10.5
2009,"Worcester, MA-CT Met NECTA",8.7
2009,"Yakima, WA MSA",9.0
2009,"York-Hanover, PA MSA",8.1
2009,"Youngstown-Warren-Boardman, OH-PA MSA",12.8
2009,"Yuba City, CA MSA",16.6
2009,"Yuma, AZ MSA",22.7
2009,U.S. Average,9.3
2010,"Abilene, TX MSA",7.0
2010,"Aguadilla-Isabela, PR MSA",20.2
2010,"Akron, OH MSA",10.5
2010,"Albany, GA MSA",11.7
2010,"Albany, OR MSA",12.8
2010,"Albany-Schenectady-Troy, NY MSA",7.3
2010,"Albuquerque, NM MSA",8.0
2010,"Alexandria, LA MSA",7.7
2010,"Allentown-Bethlehem-Easton, PA-NJ MSA",9.2
2010,"Altoona, PA MSA",8.0
2010,"Amarillo, TX MSA",5.7
2010,"Ames, IA MSA",4.2
2010,"Anchorage, AK MSA",7.2
2010,"Ann Arbor, MI MSA",8.1
2010,"Anniston-Oxford-Jacksonville, AL MSA",11.4
2010,"Appleton, WI MSA",7.8
2010,"Arecibo, PR MSA",17.5
2010,"Asheville, NC MSA",9.0
2010,"Athens-Clarke County, GA MSA",9.1
2010,"Atlanta-Sandy Springs-Roswell, GA MSA",10.3
2010,"Atlantic City-Hammonton, NJ MSA",12.3
2010,"Auburn-Opelika, AL MSA",9.0
2010,"Augusta-Richmond County, GA-SC MSA",9.7
2010,"Austin-Round Rock, TX MSA",7.0
2010,"Bakersfield, CA MSA",15.6
2010,"Baltimore-Columbia-Towson, MD MSA",8.1
2010,"Bangor, ME Met NECTA",7.8
2010,"Barnstable Town, MA Met NECTA",9.6
2010,"Baton Rouge, LA MSA",7.8
2010,"Battle Creek, MI MSA",11.7
2010,"Bay City, MI MSA",11.6
2010,"Beaumont-Port Arthur, TX MSA",11.3
2010,"Beckley, WV MSA",8.8
2010,"Bellingham, WA MSA",9.5
2010,"Bend-Redmond, OR MSA",13.9
2010,"Billings, MT MSA",5.9
2010,"Binghamton, NY MSA",8.6
2010,"Birmingham-Hoover, AL MSA",9.8
2010,"Bismarck, ND MSA",3.9
2010,"Blacksburg-Christiansburg-Radford, VA MSA",8.3
2010,"Bloomington, IL MSA",7.2
2010,"Bloomington, IN MSA",8.4
2010,"Bloomsburg-Berwick, PA MSA",8.8
2010,"Boise City, ID MSA",9.2
2010,"Boston-Cambridge-Nashua, MA-NH Met NECTA",7.6
2010,"Boulder, CO MSA",7.0
2010,"Bowling Green, KY MSA",10.0
2010,"Bremerton-Silverdale, WA MSA",8.6
2010,"Bridgeport-Stamford-Norwalk, CT Met NECTA",8.7
2010,"Brownsville-Harlingen, TX MSA",11.2
2010,"Brunswick, GA MSA",10.4
2010,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",8.6
2010,"Burlington, NC MSA",10.9
2010,"Burlington-South Burlington, VT Met NECTA",5.0
2010,"California-Lexington Park, MD MSA",6.5
2010,"Canton-Massillon, OH MSA",11.4
2010,"Cape Coral-Fort Myers, FL MSA",12.5
2010,"Cape Girardeau, MO-IL MSA",7.9
2010,"Carbondale-Marion, IL MSA",9.0
2010,"Carson City, NV MSA",13.5
2010,"Casper, WY MSA",7.0
2010,"Cedar Rapids, IA MSA",6.0
2010,"Chambersburg-Waynesboro, PA MSA",8.5
2010,"Champaign-Urbana, IL MSA",8.2
2010,"Charleston, WV MSA",7.8
2010,"Charleston-North Charleston, SC MSA",9.3
2010,"Charlotte-Concord-Gastonia, NC-SC MSA",11.7
2010,"Charlottesville, VA MSA",6.4
2010,"Chattanooga, TN-GA MSA",8.8
2010,"Cheyenne, WY MSA",6.7
2010,"Chicago-Naperville-Elgin, IL-IN-WI MSA",10.6
2010,"Chico, CA MSA",14.0
2010,"Cincinnati, OH-KY-IN MSA",9.9
2010,"Clarksville, TN-KY MSA",9.7
2010,"Cleveland, TN MSA",9.6
2010,"Cleveland-Elyria, OH MSA",8.3
2010,"Coeur d'Alene, ID MSA",10.9
2010,"College Station-Bryan, TX MSA",6.6
2010,"Colorado Springs, CO MSA",9.3
2010,"Columbia, MO MSA",6.4
2010,"Columbia, SC MSA",9.3
2010,"Columbus, GA-AL MSA",9.9
2010,"Columbus, IN MSA",9.5
2010,"Columbus, OH MSA",9.0
2010,"Corpus Christi, TX MSA",8.5
2010,"Corvallis, OR MSA",7.1
2010,"Crestview-Fort Walton Beach-Destin, FL MSA",8.6
2010,"Cumberland, MD-WV MSA",9.3
2010,"Dallas-Fort Worth-Arlington, TX MSA",8.1
2010,"Dalton, GA MSA",12.4
2010,"Danbury, CT Met NECTA",7.6
2010,"Danville, IL MSA",11.4
2010,"Daphne-Fairhope-Foley, AL MSA",10.0
2010,"Davenport-Moline-Rock Island, IA-IL MSA",8.2
2010,"Dayton, OH MSA",11.0
2010,"Decatur, AL MSA",11.1
2010,"Decatur, IL MSA",11.2
2010,"Deltona-Daytona Beach-Ormond Beach, FL MSA",12.3
2010,"Denver-Aurora-Lakewood, CO MSA",8.7
2010,"Des Moines-West Des Moines, IA MSA",5.8
2010,"Detroit-Warren-Dearborn, MI MSA",13.9
2010,"Dothan, AL MSA",9.6
2010,"Dover, DE MSA",8.8
2010,"Dover-Durham, NH-ME Met NECTA",6.1
2010,"Dubuque, IA MSA",5.8
2010,"Duluth, MN-WI MSA",8.2
2010,"Durham-Chapel Hill, NC MSA",8.1
2010,"East Stroudsburg, PA MSA",9.7
2010,"Eau Claire, WI MSA",7.5
2010,"El Centro, CA MSA",29.2
2010,"El Paso, TX MSA",9.1
2010,"Elizabethtown-Fort Knox, KY MSA",10.2
2010,"Elkhart-Goshen, IN MSA",13.3
2010,"Elmira, NY MSA",8.4
2010,"Erie, PA MSA",9.3
2010,"Eugene, OR MSA",11.0
2010,"Evansville, IN-KY MSA",8.9
2010,"Fairbanks, AK MSA",6.7
2010,"Fargo, ND-MN MSA",4.1
2010,"Farmington, NM MSA",9.4
2010,"Fayetteville, NC MSA",10.1
2010,"Fayetteville-Springdale-Rogers, AR-MO MSA",6.7
2010,"Flagstaff, AZ MSA",9.9
2010,"Flint, MI MSA",13.9
2010,"Florence, SC MSA",11.9
2010,"Florence-Muscle Shoals, AL MSA",10.5
2010,"Fond du Lac, WI MSA",8.5
2010,"Fort Collins, CO MSA",7.6
2010,"Fort Smith, AR-OK MSA",8.5
2010,"Fort Wayne, IN MSA",10.7
2010,"Fresno, CA MSA",16.7
2010,"Gadsden, AL MSA",10.9
2010,"Gainesville, FL MSA",8.2
2010,"Gainesville, GA MSA",9.6
2010,"Gettysburg, PA MSA",7.7
2010,"Glens Falls, NY MSA",8.6
2010,"Goldsboro, NC MSA",9.1
2010,"Grand Forks, ND-MN MSA",4.4
2010,"Grand Island, NE MSA",4.5
2010,"Grand Junction, CO MSA",10.9
2010,"Grand Rapids-Wyoming, MI MSA",10.4
2010,"Grants Pass, OR MSA",14.0
2010,"Great Falls, MT MSA",6.4
2010,"Greeley, CO MSA",9.2
2010,"Green Bay, WI MSA",8.3
2010,"Greensboro-High Point, NC MSA",11.5
2010,"Greenville, NC MSA",10.2
2010,"Greenville-Anderson-Mauldin, SC MSA",10.4
2010,"Guayama, PR MSA",23.9
2010,"Gulfport-Biloxi-Pascagoula, MS MSA",9.1
2010,"Hagerstown-Martinsburg, MD-WV MSA",9.2
2010,"Hammond, LA MSA",9.7
2010,"Hanford-Corcoran, CA MSA",16.1
2010,"Harrisburg-Carlisle, PA MSA",7.5
2010,"Harrisonburg, VA MSA",7.3
2010,"Hartford-West Hartford-East Hartford, CT Met NECTA",9.2
2010,"Hattiesburg, MS MSA",9.0
2010,"Hickory-Lenoir-Morganton, NC MSA",13.4
2010,"Hilton Head Island-Bluffton-Beaufort, SC MSA",8.8
2010,"Hinesville, GA MSA",8.9
2010,"Homosassa Springs, FL MSA",13.7
2010,"Hot Springs, AR MSA",8.5
2010,"Houma-Thibodaux, LA MSA",6.3
2010,"Houston-The Woodlands-Sugar Land, TX MSA",8.3
2010,"Huntington-Ashland, WV-KY-OH MSA",9.0
2010,"Huntsville, AL MSA",8.6
2010,"Idaho Falls, ID MSA",7.0
2010,"Indianapolis-Carmel-Anderson, IN MSA",9.6
2010,"Iowa City, IA MSA",4.3
2010,"Ithaca, NY MSA",6.2
2010,"Jackson, MI MSA",12.2
2010,"Jackson, MS MSA",8.7
2010,"Jackson, TN MSA",10.2
2010,"Jacksonville, FL MSA",10.7
2010,"Jacksonville, NC MSA",8.3
2010,"Janesville-Beloit, WI MSA",11.3
2010,"Jefferson City, MO MSA",7.4
2010,"Johnson City, TN MSA",9.6
2010,"Johnstown, PA MSA",9.4
2010,"Jonesboro, AR MSA",7.8
2010,"Joplin, MO MSA",8.6
2010,"Kahului-Wailuku-Lahaina, HI MSA",8.6
2010,"Kalamazoo-Portage, MI MSA",10.8
2010,"Kankakee, IL MSA",12.3
2010,"Kansas City, MO-KS MSA",8.7
2010,"Kennewick-Richland, WA MSA",8.1
2010,"Killeen-Temple, TX MSA",7.6
2010,"Kingsport-Bristol-Bristol, TN-VA MSA",9.1
2010,"Kingston, NY MSA",7.8
2010,"Knoxville, TN MSA",8.5
2010,"Kokomo, IN MSA",12.5
2010,"La Crosse-Onalaska, WI-MN MSA",6.8
2010,"Lafayette, LA MSA",7.0
2010,"Lafayette-West Lafayette, IN MSA",9.0
2010,"Lake Charles, LA MSA",8.0
2010,"Lake Havasu City-Kingman, AZ MSA",12.9
2010,"Lakeland-Winter Haven, FL MSA",12.1
2010,"Lancaster, PA MSA",7.5
2010,"Lansing-East Lansing, MI MSA",9.8
2010,"Laredo, TX MSA",8.2
2010,"Las Cruces, NM MSA",7.7
2010,"Las Vegas-Henderson-Paradise, NV MSA",13.8
2010,"Lawrence, KS MSA",5.9
2010,"Lawton, OK MSA",5.8
2010,"Lebanon, PA MSA",7.5
2010,"Leominster-Gardner, MA Met NECTA",10.2
2010,"Lewiston, ID-WA MSA",7.6
2010,"Lewiston-Auburn, ME Met NECTA",8.6
2010,"Lexington-Fayette, KY MSA",7.9
2010,"Lima, OH MSA",10.7
2010,"Lincoln, NE MSA",4.2
2010,"Little Rock-North Little Rock-Conway, AR MSA",7.2
2010,"Logan, UT-ID MSA",6.0
2010,"Longview, TX MSA",8.1
2010,"Longview, WA MSA",12.9
