Period,MSA,Unemployment Rate
2015,"Portland-Vancouver-Hillsboro, OR-WA MSA",5.3
2015,"Portsmouth, NH-ME Met NECTA",3.2
2015,"Prescott, AZ MSA",5.5
2015,"Providence-Warwick, RI-MA Met NECTA",5.8
2015,"Provo-Orem, UT MSA",3.2
2015,"Pueblo, CO MSA",5.9
2015,"Punta Gorda, FL MSA",5.9
2015,"Racine, WI MSA",5.7
2015,"Raleigh, NC MSA",4.7
2015,"Rapid City, SD MSA",3.6
2015,"Reading, PA MSA",4.9
2015,"Redding, CA MSA",7.6
2015,"Reno, NV MSA",6.3
2015,"Richmond, VA MSA",4.9
2015,"Riverside-San Bernardino-Ontario, CA MSA",6.5
2015,"Roanoke, VA MSA",4.6
2015,"Rochester, MN MSA",3.3
2015,"Rochester, NY MSA",5.2
2015,"Rockford, IL MSA",6.6
2015,"Rocky Mount, NC MSA",8.2
2015,"Rome, GA MSA",6.7
2015,"Sacramento--Roseville--Arden-Arcade, CA MSA",5.7
2015,"Saginaw, MI MSA",5.5
2015,"Salem, OR MSA",6.1
2015,"Salinas, CA MSA",7.9
2015,"Salisbury, MD-DE MSA",6.4
2015,"Salt Lake City, UT MSA",3.3
2015,"San Angelo, TX MSA",3.9
2015,"San Antonio-New Braunfels, TX MSA",3.7
2015,"San Diego-Carlsbad, CA MSA",5.0
2015,"San Francisco-Oakland-Hayward, CA MSA",4.1
2015,"San German, PR MSA",14.4
2015,"San Jose-Sunnyvale-Santa Clara, CA MSA",4.1
2015,"San Juan-Carolina-Caguas, PR MSA",10.3
2015,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",4.5
2015,"Santa Cruz-Watsonville, CA MSA",7.4
2015,"Santa Fe, NM MSA",5.3
2015,"Santa Maria-Santa Barbara, CA MSA",5.0
2015,"Santa Rosa, CA MSA",4.4
2015,"Savannah, GA MSA",5.8
2015,"Scranton--Wilkes-Barre--Hazleton, PA MSA",6.1
2015,"Seattle-Tacoma-Bellevue, WA MSA",4.6
2015,"Sebastian-Vero Beach, FL MSA",6.8
2015,"Sebring, FL MSA",7.2
2015,"Sheboygan, WI MSA",3.7
2015,"Sherman-Denison, TX MSA",4.0
2015,"Shreveport-Bossier City, LA MSA",7.1
2015,"Sierra Vista-Douglas, AZ MSA",7.5
2015,"Sioux City, IA-NE-SD MSA",3.7
2015,"Sioux Falls, SD MSA",2.9
2015,"South Bend-Mishawaka, IN-MI MSA",5.2
2015,"Spartanburg, SC MSA",6.2
2015,"Spokane-Spokane Valley, WA MSA",6.7
2015,"Springfield, IL MSA",5.0
2015,"Springfield, MA-CT Met NECTA",5.6
2015,"Springfield, MO MSA",4.7
2015,"Springfield, OH MSA",4.8
2015,"St. Cloud, MN MSA",3.8
2015,"St. George, UT MSA",4.0
2015,"St. Joseph, MO-KS MSA",4.9
2015,"St. Louis, MO-IL MSA",5.3
2015,"State College, PA MSA",3.8
2015,"Staunton-Waynesboro, VA MSA",4.5
2015,"Stockton-Lodi, CA MSA",8.8
2015,"Sumter, SC MSA",7.2
2015,"Syracuse, NY MSA",5.5
2015,"Tallahassee, FL MSA",5.2
2015,"Tampa-St. Petersburg-Clearwater, FL MSA",5.2
2015,"Terre Haute, IN MSA",6.4
2015,"Texarkana, TX-AR MSA",5.1
2015,"The Villages, FL MSA",7.2
2015,"Toledo, OH MSA",5.0
2015,"Topeka, KS MSA",4.4
2015,"Trenton, NJ MSA",5.2
2015,"Tucson, AZ MSA",5.5
2015,"Tulsa, OK MSA",4.2
2015,"Tuscaloosa, AL MSA",5.6
2015,"Tyler, TX MSA",4.4
2015,"Urban Honolulu, HI MSA",3.5
2015,"Utica-Rome, NY MSA",5.6
2015,"Valdosta, GA MSA",6.2
2015,"Vallejo-Fairfield, CA MSA",5.9
2015,"Victoria, TX MSA",3.9
2015,"Vineland-Bridgeton, NJ MSA",9.3
2015,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",5.1
2015,"Visalia-Porterville, CA MSA",11.6
2015,"Waco, TX MSA",4.1
2015,"Walla Walla, WA MSA",5.9
2015,"Warner Robins, GA MSA",6.4
2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",4.5
2015,"Waterbury, CT Met NECTA",7.1
2015,"Waterloo-Cedar Falls, IA MSA",4.3
2015,"Watertown-Fort Drum, NY MSA",6.8
2015,"Wausau, WI MSA",4.0
2015,"Weirton-Steubenville, WV-OH MSA",7.5
2015,"Wenatchee, WA MSA",5.9
2015,"Wheeling, WV-OH MSA",6.5
2015,"Wichita Falls, TX MSA",4.2
2015,"Wichita, KS MSA",4.8
2015,"Williamsport, PA MSA",5.9
2015,"Wilmington, NC MSA",5.4
2015,"Winchester, VA-WV MSA",4.3
2015,"Winston-Salem, NC MSA",5.3
2015,"Worcester, MA-CT Met NECTA",5.1
2015,"Yakima, WA MSA",8.1
2015,"York-Hanover, PA MSA",4.7
2015,"Youngstown-Warren-Boardman, OH-PA MSA",5.8
2015,"Yuba City, CA MSA",10.0
2015,"Yuma, AZ MSA",22.2
2015,U.S. Average,5.3
